0000 | ILLEGAL OPCODE
012C | b'*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $\x0f\x0f\xa5Ready.\n> '
012D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0098 R3=$8398\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
012E | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$FF00\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
012F | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0130 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0131 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0132 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0133 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0134 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0135 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0136 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0137 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0138 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0139 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013A | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013B | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013C | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013E | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
013F | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0140 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0141 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0142 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0143 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0144 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0145 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0146 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0147 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0148 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0149 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014A | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014B | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014C | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014E | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
014F | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0150 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0151 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0152 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0153 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0154 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0155 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0156 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2000 R2=$009D R3=$F59D\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0157 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$00FE R1=$FE00 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0158 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0159 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015A | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015B | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015C | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$FFFF\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015E | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
015F | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0160 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0161 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0162 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$FFFF R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0163 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$FFFF R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0164 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$FFFF R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0165 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$FFFF R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0166 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0167 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0168 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$00FF R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0169 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$009D R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016A | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$009D R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016B | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016C | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016E | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
016F | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0170 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$00FF R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0171 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0172 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0173 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0174 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [75010F104CF216F000000000]\nReady.\n> '
0175 | b'*** BREAK INTO MONITOR AT $0175 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [76010F104CF216F000000000]\nReady.\n> '
0176 | b'*** BREAK INTO MONITOR AT $0176 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [77010F104CF216F000000000]\nReady.\n> '
0177 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0178 | b'*** BREAK INTO MONITOR AT $0178 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [79010F104CF216F000000000]\nReady.\n> '
0179 | b'*** BREAK INTO MONITOR AT $0179 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [7A010F104CF216F000000000]\nReady.\n> '
017A | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
017B | b'*** BREAK INTO MONITOR AT $017B ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [7C010F104CF216F000000000]\nReady.\n> '
017C | b'*** BREAK INTO MONITOR AT $017F ***\nR0=$409A R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [80010F104CF216F000000000]\nReady.\n> '
017D | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0001 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
017E | b'*** BREAK INTO MONITOR AT $017F ***\nR0=$00FF R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [80010F104CF216F000000000]\nReady.\n> '
017F | b'*** BREAK INTO MONITOR AT $017F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [80010F104CF216F000000000]\nReady.\n> '
0180 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0001 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0181 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0001 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0182 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0183 | b'*** BREAK INTO MONITOR AT $0183 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [84010F104CF216F000000000]\nReady.\n> '
0184 | b'*** BREAK INTO MONITOR AT $0184 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [85010F104CF216F000000000]\nReady.\n> '
0185 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0186 | b'*** BREAK INTO MONITOR AT $018A ***\nR0=$F55E R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [8B010F104CF216F000000000]\nReady.\n> '
0187 | b'*** BREAK INTO MONITOR AT $018A ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [8B010F104CF216F000000000]\nReady.\n> '
0188 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0189 | b'*** BREAK INTO MONITOR AT $018A ***\nR0=$FEFA R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [8B010F104CF216F000000000]\nReady.\n> '
018A | b'*** BREAK INTO MONITOR AT $018A ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [8B010F104CF216F000000000]\nReady.\n> '
018B | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
018C | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
018D | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
018E | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
018F | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0190 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0191 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0192 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$FFFF R1=$0016 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
0193 | b'Ready.\n> '
0194 | ILLEGAL OPCODE
0195 | ILLEGAL OPCODE
0196 | ILLEGAL OPCODE
0197 | ILLEGAL OPCODE
0198 | ILLEGAL OPCODE
0199 | ILLEGAL OPCODE
019A | b'*** BREAK INTO MONITOR AT $019A ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEF8 [9B010F104CF216F000000000]\nReady.\n> '
019B | ILLEGAL OPCODE
019C | b'Ready.\n> '
019D | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
019E | ILLEGAL OPCODE
019F | ILLEGAL OPCODE
01A0 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A1 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$FFFF R2=$0000 R3=$FFFF\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A2 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A3 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A4 | ILLEGAL OPCODE
01A5 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A6 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$00FF R2=$0000 R3=$00FF\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A7 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$00FF R2=$0000 R3=$00FF\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A8 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01A9 | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01AA | ILLEGAL OPCODE
01AB | ILLEGAL OPCODE
01AC | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01AD | b'*** BREAK INTO MONITOR AT $100F ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [10104CF216F0000000000000]\nReady.\n> '
01AE | ILLEGAL OPCODE
01AF | ILLEGAL OPCODE
01B0 | ILLEGAL OPCODE
01B1 | ILLEGAL OPCODE
01B2 | ILLEGAL OPCODE
01B3 | ILLEGAL OPCODE
01B4 | ILLEGAL OPCODE
01B5 | ILLEGAL OPCODE
01B6 | ILLEGAL OPCODE
01B7 | ILLEGAL OPCODE
01B8 | ILLEGAL OPCODE
01B9 | ILLEGAL OPCODE
01BA | ILLEGAL OPCODE
01BB | ILLEGAL OPCODE
01BC | ILLEGAL OPCODE
01BD | ILLEGAL OPCODE
01BE | ILLEGAL OPCODE
01BF | ILLEGAL OPCODE
